County,2011_Mortgate_Count,2011_New_House_Price,2011_Second_Hand_Price,2011_Sum_of_Price,2011_Male_Population,2011_Female_Population,2011_Total_Population,2011_Migration_Population,2011_LA_Arrears,2011_Loans Approved,2011_Loans_Paid,2011_1 - 14 years,2011_15 - 19 years,2011_20 - 24 years,2011_25 - 29 years,2011_30 - 34 years,2011_35 - 44 years,2011_45 - 54 years,2011_55 - 64 years,2011_65 - 74 years,2011_75 years and over,2011_employment,2011_Married_First_Marriage,2011_Divorsed,2011_AVG_Interest_Rate,2012_Mortgate_Count,2012_New_House_Price,2012_Second_Hand_Price,2012_Sum_of_Price,2012_AVG_Interest_Rate,2012_LA_Arrears,2012_Loans Approved,2012_Loans_Paid,2013_Mortgate_Count,2013_New_House_Price,2013_Second_Hand_Price,2013_Sum_of_Price,2013_AVG_Interest_Rate,2013_LA_Arrears,2013_Loans Approved,2013_Loans_Paid,2014_Mortgate_Count,2014_New_House_Price,2014_Second_Hand_Price,2014_Sum_of_Price,2014_AVG_Interest_Rate,2014_LA_Arrears,2014_Loans Approved,2014_Loans_Paid,2015_Mortgate_Count,2015_New_House_Price,2015_Second_Hand_Price,2015_Sum_of_Price,2015_AVG_Interest_Rate,2015_LA_Arrears,2015_Loans Approved,2015_Loans_Paid,2016_Countof_mortgages,2016_New_House_Price ,2016_Second_Hand_Price,2016_Sum_of_Price,2016_Male_Population,2016_Female_Population,2016_Total_Population,2016_Migration_Population,2016_LA_Arrears,2016_Loans_Approved,2016_Loans_Paid,2016_1 - 14 years,2016_15 - 19 years,2016_20 - 24 years,2016_25 - 29 years,2016_30 - 34 years,2016_35 - 44 years,2016_45 - 54 years,2016_55 - 64 years,2016_65 - 74 years,2016_75 years and over,2016_employment,2016_Married_First_Marriage,2016_Divorsed,2016_AVG_Interest_Rate,2017_Mortgate_Count,2017_New_House_Price,2017_Second_Hand_Price,2017_Sum_of_Price,2017_AVG_Interest_Rate,2017_LA_Arrears,2017_Loans Approved,2017_Loans_Paid,2011_Forced,2011_Voluntary,2012_Forced,2012_Voluntary,2013_Forced,2013_Voluntary,2014_Forced,2014_Voluntary,2015_Forced,2015_Voluntary,2016_Forced,2017_Voluntary,2017_Forced,2017_Voluntary,2012_Employees,2013_Employees,2014_Employees,2015_Employees,2016_Employees,Average of 2011,Average of 2016,2011_Same_Sex_Civil Partners,2016_Same_Sex_Civil Partners,2011_Remarried,2016_Remarried,2011_Seperated,2016_Seperated,2011_Single,2016_Single,2011_Widowed,2016_Widowed,2011_AllPrivate,2016_AllPrivate,2011_Permanent_Private,2016_Temporary_Private,2011_African-Both sexes,2011_African-Female,2011_African-Male,2011_All nationalities-Both sexes,2011_All nationalities-Female,2011_All nationalities-Male,2011_American (US)-Both sexes,2011_American (US)-Female,2011_American (US)-Male,2011_Brazilian-Both sexes,2011_Brazilian-Female,2011_Brazilian-Male,2011_French-Both sexes,2011_French-Female,2011_French-Male,2011_German-Both sexes,2011_German-Female,2011_German-Male,2011_Indian-Both sexes,2011_Indian-Female,2011_Indian-Male,2011_Irish-Both sexes,2011_Irish-Female,2011_Irish-Male,2011_Italian-Both sexes,2011_Italian-Female,2011_Italian-Male,2011_Latvian-Both sexes,2011_Latvian-Female,2011_Latvian-Male,2011_Lithuanian-Both sexes,2011_Lithuanian-Female,2011_Lithuanian-Male,"2011_Not stated, including no nationality-Both sexes","2011_Not stated, including no nationality-Female","2011_Not stated, including no nationality-Male",2011_Other American-Both sexes,2011_Other American-Female,2011_Other American-Male,2011_Other Asian-Both sexes,2011_Other Asian-Female,2011_Other Asian-Male,2011_Other EU28-Both sexes,2011_Other EU28-Female,2011_Other EU28-Male,2011_Other European-Both sexes,2011_Other European-Female,2011_Other European-Male,2011_Other nationalities-Both sexes,2011_Other nationalities-Female,2011_Other nationalities-Male,2011_Polish-Both sexes,2011_Polish-Female,2011_Polish-Male,2011_Romanian-Both sexes,2011_Romanian-Female,2011_Romanian-Male,2011_Spanish-Both sexes,2011_Spanish-Female,2011_Spanish-Male,2011_UK-Both sexes,2011_UK-Female,2011_UK-Male,2016_African-Both sexes,2016_African-Female,2016_African-Male,2016_All nationalities-Both sexes,2016_All nationalities-Female,2016_All nationalities-Male,2016_American (US)-Both sexes,2016_American (US)-Female,2016_American (US)-Male,2016_Brazilian-Both sexes,2016_Brazilian-Female,2016_Brazilian-Male,2016_French-Both sexes,2016_French-Female,2016_French-Male,2016_German-Both sexes,2016_German-Female,2016_German-Male,2016_Indian-Both sexes,2016_Indian-Female,2016_Indian-Male,2016_Irish-Both sexes,2016_Irish-Female,2016_Irish-Male,2016_Italian-Both sexes,2016_Italian-Female,2016_Italian-Male,2016_Latvian-Both sexes,2016_Latvian-Female,2016_Latvian-Male,2016_Lithuanian-Both sexes,2016_Lithuanian-Female,2016_Lithuanian-Male,"2016_Not stated, including no nationality-Both sexes","2016_Not stated, including no nationality-Female","2016_Not stated, including no nationality-Male",2016_Other American-Both sexes,2016_Other American-Female,2016_Other American-Male,2016_Other Asian-Both sexes,2016_Other Asian-Female,2016_Other Asian-Male,2016_Other EU28-Both sexes,2016_Other EU28-Female,2016_Other EU28-Male,2016_Other European-Both sexes,2016_Other European-Female,2016_Other European-Male,2016_Other nationalities-Both sexes,2016_Other nationalities-Female,2016_Other nationalities-Male,2016_Polish-Both sexes,2016_Polish-Female,2016_Polish-Male,2016_Romanian-Both sexes,2016_Romanian-Female,2016_Romanian-Male,2016_Spanish-Both sexes,2016_Spanish-Female,2016_Spanish-Male,2016_UK-Both sexes,2016_UK-Female,2016_UK-Male,2011_All persons aged 15 years and over,2016_All persons aged 15 years and over,2011_Employer or own account worker,2016_Employer or own account worker,2011_Employee,2016_Employee,2011_Assisting_relative,2016_Assisting_relative,2011_Unemployed looking for first regular job,2016_Unemployed looking for first regular job,2011_Unemployed having lost or given up previous job,2016_Unemployed having lost or given up previous job,2011_Student,2016_Student,2011_Looking after home/family,2016_Looking after home/family,2011_Retired,2016_Retired,2011_Unable to work due to permanent sickness or disability,2016_Unable to work due to permanent sickness or disability,2011_Other economic status,2016_Other economic status,2011_all_depature_timeAll_Persons,2016_all_depature_timeAll_Persons,2011_all_depature_time_Children at school aged between 5 and 12 years,2016_all_depature_time_Children at school aged between 5 and 12 years,2011_all_depature_time_Students at school or college aged between 13 and 18 years,2016_all_depature_time_Students at school or college aged between 13 and 18 years,2011_all_depature_time_Students at school or college aged 19 years and over,2016_all_depature_time_Students at school or college aged 19 years and over,2011_all_depature_time_Population aged 15 years and over at work,2016_all_depature_time_Population aged 15 years and over at work
Laois,331,17310075.89,37083385.94,54393461.83,40587,39972,80559,8797,15532752,54954695,874583,18241,4870,4560,6064,6910,12455,9760,7254,4585,3486,24760,58920,2850,4.5475,433,10687308.5,30680327.84,41367636.34,3.706666667,19060696,55298845,1314455,422,5172870.23,36789647.76,41962517.99,3.855,19819588,52849413,746207.71,657,10318803.62,56532533,66851336.62,4.1425,20248357,51050095,355500,667,8601170.22,75971213.43,84572383.65,3.873333333,18715069,49386712,1422432,780,17406203.33,104012778.1,121418981.5,42811,41886,84697,250,16957842,46227892,933384,19356,5494,4072,4527,6358,13227,10961,8464,5696,3837,27876,61586,3568,3.735,788,15103657.2,106205721,121309378.2,4.145,16052841,42876345,246500,2,8,3,8,0,0,0,1,7,0,3,1,1,1,"7,144","7,370","7,598","8,335","9,043",2.8,2.9,0,116,1844,2258,4212,4652,87334,91090,5958,6124,107771,112641,107480,112307,917,520,397,80535,39904,40631,101,57,44,34,18,16,49,30,19,101,48,53,195,97,98,71216,35198,36018,69,28,41,474,268,206,754,369,385,886,448,438,32,20,12,484,228,256,716,362,354,204,99,105,116,64,52,2300,1114,1186,156,74,82,31,19,12,1700,843,857,524,273,251,84390,41832,42558,77,34,43,50,26,24,47,25,22,108,60,48,60,13,47,74819,37095,37724,69,28,41,565,325,240,750,393,357,1056,480,576,46,24,22,515,222,293,839,406,433,129,66,63,133,72,61,2728,1333,1395,284,140,144,52,39,13,1539,778,761,60646,63885,5435,5574,24760,27876,142,91,674,616,7586,5452,5690,6492,6492,6004,6723,8077,2825,2970,319,733,46612,52231,10166,11577,5806,6828,2384,2546,28256,31280
Leitrim,142,7799854.36,10398213.73,18198068.09,16144,15654,31798,1731,189210,1880455,111923,6299,1895,1499,1867,2271,4513,4234,3679,2481,2190,9291,24296,1210,4.5475,206,4752585.68,15346147,20098732.68,3.706666667,543639,1970644,179000,341,5829220.66,18767026.47,24596247.13,3.855,451573,1987789,100000,386,5774616.49,24330012.82,30104629.31,4.1425,420046,1946284,97200,483,8580508.65,34965102,43545610.65,3.873333333,347380,1815722,61000,489,7023563.64,37563868.28,44587431.92,16064,15980,32044,-576,344787,1683237,0,6424,1961,1303,1300,1887,4525,4253,4042,3029,2331,10096,24632,1454,3.735,495,6982247.06,42832710.84,49814957.9,4.145,309165,1513552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,529","4,616","4,693","4,805","5,050",2.6,2.5,0,34,982,1082,1522,1592,32146,31842,3440,3452,43864,44173,43628,44051,54,25,29,31766,15667,16099,104,61,43,11,6,5,43,18,25,167,94,73,50,22,28,27634,13586,14048,10,4,6,134,69,65,177,89,88,409,171,238,24,17,7,165,86,79,189,95,94,81,42,39,52,28,24,763,369,394,12,7,5,15,7,8,1672,871,801,31,15,16,31898,15954,15944,89,49,40,8,4,4,42,19,23,169,97,72,13,8,5,27922,13897,14025,23,7,16,142,71,71,177,92,85,450,221,229,16,12,4,120,67,53,203,101,102,31,17,14,59,32,27,831,416,415,39,22,17,21,17,4,1512,790,722,24919,25121,2628,2583,9291,10096,53,49,207,197,2840,1966,2291,2343,2343,2042,3907,4546,1217,1212,142,87,17856,18860,3595,3846,2238,2424,1041,922,10982,11668
Limerick,759,35543063.88,108687295.5,144230359.4,95815,95994,191809,-900,2422527,17935940,252500,35917,11679,12729,14402,15624,27193,23712,20214,13513,9681,58548,137156,6638,4.5475,840,8441922.66,115984862.9,124426785.5,3.706666667,4354422,17590635,686885,919,10215300.05,117733246.2,127948546.3,3.855,4463754,16935620,90000,1636,15519271.65,181078109.2,196597380.9,4.1425,4146887,16358692,319172,2023,22239775.89,255767094,278006869.9,3.873333333,2887797,14620918,497450,1922,31179351.19,246349065,277528416.2,97340,97559,194899,-3940,3087115,13124502,0,36570,12472,11552,10867,13640,28675,24528,21391,16205,10934,64897,140544,7552,3.735,2080,51049719.87,293037280,344086999.8,4.145,2493977,11756584,55000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"33,376","34,082","36,656","37,862","42,099",2.7,2.7,0,252,3702,4348,9860,9894,209238,210134,17024,17074,257209,263408,256323,262621,1136,472,664,187994,93931,94063,298,170,128,154,83,71,194,101,93,276,162,114,400,171,229,167332,84028,83304,109,43,66,1067,569,498,919,472,447,2279,1074,1205,117,71,46,1818,710,1108,1156,581,575,489,243,246,296,147,149,6088,2941,3147,171,103,68,177,102,75,3518,1688,1830,778,328,450,192304,96222,96082,341,200,141,267,123,144,276,150,126,265,144,121,462,154,308,170713,85759,84954,217,90,127,914,515,399,834,460,374,3115,1516,1599,187,106,81,2258,960,1298,1245,644,601,316,148,168,376,178,198,5636,2788,2848,299,156,143,310,185,125,3495,1618,1877,152745,155305,12241,12085,58548,64897,252,203,1477,1481,17060,11454,20482,20161,14121,12677,19817,23139,8070,8494,677,714,109397,117811,19790,21468,13528,14246,9456,9741,66623,72356
Longford,145,8043328.44,11737500,19780828.44,19649,19351,39000,2758,3221492,13431747,85000,8385,2512,2192,2650,2940,5616,4770,4313,2765,2141,10945,28516,1532,4.5475,210,3584935.84,13886252.67,17471188.51,3.706666667,4132167,12862458,123258,263,2474088.67,15113464.97,17587553.64,3.855,4912681,12444232,75440,450,5737407.73,25239510,30976917.73,4.1425,4472619,11346900,50000,485,6446004.68,28611530.56,35057535.24,3.873333333,2784058,10519755,106952,456,4989730.46,33401392.29,38391122.75,20587,20286,40873,241,3249701,9848677,188500,8750,2654,1932,2095,2611,5923,5171,4549,3500,2326,12301,29654,1856,3.735,405,4227690.88,34849601,39077291.88,4.145,2883708,9071968,180000,1,14,0,7,0,13,2,4,1,2,0,0,0,0,"5,083","5,232","5,553","5,877","6,239",2.7,2.7,0,40,920,1108,2276,2464,41104,42810,3652,3814,53439,55897,53313,55807,532,280,252,39171,19398,19773,101,53,48,48,19,29,18,9,9,56,30,26,76,37,39,33168,16453,16715,18,7,11,440,233,207,488,254,234,483,230,253,19,9,10,236,113,123,488,219,269,71,32,39,55,28,27,1631,743,888,63,29,34,9,6,3,1171,614,557,226,108,118,40869,20253,20616,54,32,22,101,46,55,20,10,10,45,26,19,35,13,22,34181,17014,17167,19,10,9,512,281,231,544,296,248,666,308,358,17,9,8,317,102,215,753,373,380,73,36,37,98,39,59,1907,880,1027,120,63,57,19,11,8,1162,596,566,29955,31365,2865,2824,10945,12301,61,47,348,374,4214,3327,2863,3062,2987,2873,4019,4782,1526,1657,127,118,21769,23737,4749,5185,2875,3282,1230,1132,12915,14138
Louth,539,31821405.64,70382030.97,102203436.6,60763,62134,122897,5810,3463467,9182076.56,62000,26419,7608,7573,8772,9826,19140,15175,11644,7809,5598,37528,87696,5078,4.5475,668,24887320.19,68188662.51,93075982.7,3.706666667,3418008,10489646,360651,763,13383339.68,84748551.31,98131890.99,3.855,3890095,11123123,469205,1184,22964057.26,130156514.7,153120571.9,4.1425,3363299,12805504,623180,1292,21774399.03,162424598.7,184198997.7,3.873333333,2872557,13803018,885100,1241,26895219.2,180069521,206964740.2,63633,65251,128884,408,2753653,14902089,1552190,27383,8503,6735,7164,8797,19761,17069,12818,9461,6419,43327,91326,5942,3.735,1364,57614532.55,257554707.2,315169239.7,4.145,3345606,15493535,725900,0,0,0,0,4,0,2,1,0,0,0,0,0,0,"19,676","20,255","21,104","22,985","25,210",2.8,2.8,0,244,2700,3316,7224,7622,133208,139092,9888,10226,166311,173199,166112,172929,1937,1000,937,122431,61795,60636,172,96,76,76,43,33,115,64,51,145,82,63,352,178,174,108435,54728,53707,139,58,81,1120,588,532,1744,935,809,1285,649,636,64,39,25,1115,567,548,873,409,464,403,206,197,192,96,96,1875,892,983,277,135,142,93,51,42,2019,979,1040,975,473,502,127711,64555,63156,166,101,65,68,50,18,211,107,104,208,120,88,178,59,119,113077,57321,55756,193,87,106,1183,646,537,2021,1088,933,1641,745,896,76,52,24,1111,508,603,1280,606,674,274,136,138,216,94,122,2107,1038,1069,504,258,246,221,121,100,2001,945,1056,94235,99219,6584,6880,37528,43327,120,110,1067,1145,12725,8913,10143,11145,9108,8514,11799,13989,4929,4879,232,317,70949,79151,14869,16230,8844,10279,4553,4564,42683,48078
Mayo,424,14025515.16,53250768.86,67276284.02,65420,65218,130638,3104,7672170,35023440,1404350,25040,8545,7049,7739,8482,17655,17398,15420,10244,8720,38314,100252,4764,4.5475,591,7934479.93,55819673.8,63754153.73,3.706666667,8463228,35836808,1216100,616,5536354.84,62107032.6,67643387.44,3.855,8203781,37060354,2227654.66,1066,12573933.05,100811452.4,113385385.5,4.1425,7351728,38150835,2835468,1316,14578070.88,135474403.9,150052474.7,3.873333333,6877626,37389175,1912850,1219,9631275.1,128104985.5,137736260.6,65047,65460,130507,-3164,6907899,36591977,1984270,24507,8468,5816,5670,7581,17243,17373,16329,12646,9282,41183,101172,5568,3.735,1289,10314882.09,158978614.8,169293496.9,4.145,6102632,36143419,2321295,0,0,0,0,1,3,0,2,0,0,0,0,1,0,"20,963","21,252","21,998","22,713","24,113",2.7,2.6,0,132,3116,3386,5956,6316,133246,130852,13942,13588,176562,176666,176187,176226,419,246,173,128949,64387,64562,340,202,138,91,48,43,126,52,74,278,162,116,180,92,88,113935,56691,57244,63,26,37,488,288,200,862,452,410,1217,586,631,65,43,22,788,398,390,824,356,468,196,104,92,192,90,102,2934,1402,1532,101,49,52,45,29,16,5805,3071,2734,286,160,126,128245,64165,64080,286,178,108,91,49,42,150,67,83,269,155,114,102,48,54,114151,56981,57170,80,37,43,526,314,212,975,514,461,1259,578,681,66,42,24,510,247,263,929,391,538,123,70,53,240,121,119,2802,1369,1433,171,89,82,68,47,21,5161,2708,2453,103325,103953,10521,10070,38314,41183,241,186,893,768,10973,7823,10533,10493,9999,8188,16193,20018,5231,4773,427,451,74083,75838,14344,14481,10026,10213,4699,4149,45014,46995
Meath,854,55940251.82,137468898.9,193409150.8,91910,92225,184135,7860,3993084,17340543,247000,42669,11188,9789,12371,15837,31287,22789,16377,9789,6384,61124,142754,6346,4.5475,805,22548362.76,120592186.2,143140549,3.706666667,4302188,16617807,155000,1003,27643849.93,143714980.9,171358830.8,3.855,5223008,16596342,692693,1638,40531124.97,266432921.6,306964046.6,4.1425,5037083,16761294,774449,1659,52292434.1,297928318.4,350220752.5,3.873333333,5102569,16529081,816050,1720,95583464.91,292362388.1,387945853,96776,98268,195044,-427,4576184,16327562,894475,45671,13087,9130,9058,13195,32778,26616,18563,12715,7775,69519,150132,8008,3.735,2344,209745089.9,369732880.8,579477970.7,4.145,4194719,16345317,1039400,0,1,0,0,1,1,1,1,0,2,0,2,2,0,"24,871","25,679","27,821","30,969","33,376",3,3,0,232,4448,5268,9306,9882,193756,203814,11660,12752,246537,258634,245728,257588,1917,1055,862,183975,92104,91871,317,181,136,262,120,142,223,119,104,294,172,122,354,175,179,162012,81139,80873,187,76,111,1181,615,566,3377,1731,1646,2076,994,1082,125,72,53,1013,541,472,1260,651,609,582,273,309,370,156,214,3876,1822,2054,716,353,363,169,109,60,3664,1750,1914,985,536,449,194302,97871,96431,295,164,131,337,178,159,237,122,115,306,192,114,168,61,107,172597,86868,85729,199,86,113,1132,628,504,3439,1781,1658,2045,1003,1042,102,69,33,734,392,342,1428,717,711,405,190,215,423,213,210,4470,2192,2278,1453,718,735,296,204,92,3251,1557,1694,137669,146113,12981,13562,61124,69519,237,178,1137,1092,15155,9431,13775,16065,14108,13236,13959,17481,4839,5124,354,425,113783,128252,23758,27185,13601,16139,5580,6140,70844,78788
Monaghan,220,15442865.9,18291300.28,33734166.18,30441,30042,60483,2380,8249428,13524631,0,12288,4068,3567,4192,4581,8503,7695,6349,4054,3423,17991,46376,2298,4.5475,176,3902523.27,15058968.42,18961491.69,3.706666667,2018466,13048997,110000,242,6043624.26,16234743.56,22278367.82,3.855,2493827,12649306,137450,340,8513185.1,24995802.54,33508987.64,4.1425,2108154,12164538,421630,351,5948239.98,33491517,39439756.98,3.873333333,2322551,11776364,85000,399,5677821.21,42020230,47698051.21,30866,30520,61386,-1231,2150580,11151350,0,12857,4044,3021,3211,4133,8903,7898,6778,4956,3632,20629,47422,2604,3.735,441,12053420.51,49397232.83,61450653.34,4.145,1910202,10511640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"11,835","11,842","12,507","13,447","14,148",2.8,2.8,0,20,1078,1112,2764,2846,62920,63234,5530,5534,81737,83017,81504,82802,275,156,119,60404,29964,30440,116,70,46,61,33,28,14,8,6,42,22,20,71,35,36,53080,26147,26933,13,6,7,836,468,368,2402,1270,1132,441,201,240,10,6,4,268,132,136,269,134,135,172,85,87,68,36,32,1085,509,576,97,51,46,7,4,3,1077,591,486,218,116,102,61185,30409,30776,71,40,31,40,21,19,11,9,2,42,22,20,43,14,29,53722,26515,27207,21,10,11,769,433,336,2506,1341,1165,677,328,349,20,13,7,253,113,140,375,180,195,100,38,62,89,44,45,983,489,494,233,114,119,10,6,4,1002,563,439,46993,47427,4907,4833,17991,20629,107,87,471,350,5511,3481,5076,4942,4569,4154,5973,6721,2192,2033,196,197,34901,37925,6829,7580,4826,4870,2160,1923,21086,23552
Offaly,243,9908496.32,28880995,38789491.32,38430,38257,76687,1974,1581566,7125031,0,16546,5005,4485,5200,5832,11338,9843,7676,5017,3848,22175,57964,2680,4.5475,298,3809818.14,32092745.77,35902563.91,3.706666667,1768502,6576659,0,323,3504141.87,29338609.83,32842751.7,3.855,1783416,6194451,77600,503,4011310.86,55491157,59502467.86,4.1425,1765684,5509943,72750,580,4191825.1,60137671.09,64329496.19,3.873333333,1167509,5207564,219499,620,2305911.2,70174199.01,72480110.21,38838,39123,77961,-1966,936123,4679520,0,16542,5425,3914,3909,5190,11453,10451,8471,6087,4400,25057,58374,3190,3.735,684,11252835.78,86316642,97569477.78,4.145,1163066,4446904,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,"9,260","9,354","10,406","10,622","11,334",2.9,2.8,0,74,1544,1816,4116,4358,80442,81420,6628,6690,103024,105098,102418,104588,347,181,166,76431,38211,38220,119,60,59,90,42,48,49,25,24,83,49,34,202,106,96,68681,34432,34249,49,19,30,389,198,191,1039,537,502,683,310,373,36,17,19,295,156,139,558,225,333,142,70,72,113,56,57,1871,891,980,102,42,60,13,10,3,1570,785,785,103,48,55,77750,39090,38660,80,48,32,49,25,24,44,19,25,82,52,30,71,30,41,69935,35281,34654,66,24,42,421,225,196,1067,555,512,1198,578,620,24,13,11,212,107,105,632,292,340,87,45,42,102,47,55,1931,928,1003,280,99,181,18,14,4,1348,660,688,58732,60234,5256,5146,22175,25057,105,84,608,553,7705,5191,5919,6449,6621,5931,7275,8596,2923,3033,145,194,43245,46776,9363,9720,6021,6484,2284,2374,25577,28198
Roscommon,285,15301136.44,23986239,39287375.44,32353,31712,64065,3513,784219,2901552,160050,12421,4018,3341,3672,4258,8923,8511,7458,4937,4379,19047,49844,2362,4.5475,361,5887637.92,25690507.36,31578145.28,3.706666667,827597,2662840,0,518,7700288.76,32222559.86,39922848.62,3.855,859554,2307451,0,569,5092248.31,37603989,42696237.31,4.1425,1058422,2044974,0,722,4729125.07,54097993.95,58827119.02,3.873333333,404596,1809274,0,678,6376683.01,55814487,62191170.01,32377,32167,64544,-1163,360118,1756593,172450,12748,4148,2711,2802,3790,8882,8713,8028,5910,4711,20615,50384,2760,3.735,727,7089968.05,72322581.37,79412549.42,4.145,359107,1551770,0,0,0,2,19,0,0,0,1,0,2,0,3,0,0,"7,312","7,107","7,382","7,776","8,150",2.7,2.7,0,66,1712,1842,3004,3274,64420,63980,6788,6782,86983,87697,86787,87541,262,156,106,63777,31652,32125,162,92,70,439,204,235,36,15,21,85,49,36,143,75,68,56325,27863,28462,44,20,24,274,162,112,350,175,175,571,274,297,24,14,10,291,145,146,367,175,192,104,54,50,88,42,46,1360,648,712,44,19,25,9,4,5,2799,1466,1333,100,51,49,64226,31980,32246,142,82,60,353,185,168,41,19,22,100,59,41,84,34,50,56999,28340,28659,56,22,34,260,145,115,380,194,186,621,287,334,15,6,9,239,106,133,489,246,243,78,38,40,103,47,56,1367,658,709,161,74,87,31,21,10,2607,1366,1241,50485,50882,5232,5128,19047,20615,111,76,447,412,5409,3435,4866,5018,5178,4500,7510,8738,2436,2526,249,434,36502,38246,7191,7513,4753,5053,2172,1968,22386,23712
Sligo,320,16916933.37,35306981.46,52223914.83,32435,32958,65393,2074,2710873,13153786,330200,12113,4076,3868,4245,4615,8887,8630,7397,4825,4040,20710,47776,2424,4.5475,375,7098679.99,35294199,42392878.99,3.706666667,5996862,12690187,476000,422,8230584.96,37899582.14,46130167.1,3.855,5922568,12303163,240000,703,12133250.45,69231108.99,81364359.44,4.1425,6397274,9875703,401750,668,8703553.08,74407701.52,83111254.6,3.873333333,3821366,11834395,707075,780,13433978.91,77398145.33,90832124.24,32365,33170,65535,-1834,3324768,11968068,2361985,12334,4185,3261,2992,4033,8978,8542,7907,5978,4362,21246,48450,2750,3.735,774,10888530.27,94604150.54,105492680.8,4.145,2760242,11599443,325200,0,0,0,0,0,0,0,6,0,5,0,0,0,0,"12,681","12,262","12,362","12,722","13,233",2.6,2.6,0,84,1438,1492,3140,3426,69836,68714,6172,6154,88192,88487,87857,88254,292,134,158,64135,32243,31892,163,87,76,31,18,13,73,35,38,242,126,116,93,45,48,57170,28791,28379,39,11,28,196,112,84,240,125,115,566,272,294,27,14,13,566,263,303,418,212,206,80,45,35,144,58,86,1557,744,813,39,19,20,46,25,21,2153,1107,1046,321,159,162,64157,32426,31731,146,89,57,25,14,11,92,45,47,219,119,100,74,32,42,57331,28980,28351,57,28,29,181,98,83,196,105,91,934,473,461,40,21,19,365,158,207,429,234,195,63,32,31,118,50,68,1521,736,785,65,28,37,63,37,26,1917,988,929,52284,52222,4639,4686,20710,21246,85,70,427,438,5197,3812,6620,6333,4140,3599,7666,9230,2627,2547,173,261,38289,38914,6754,7281,4795,4882,2961,2685,23779,24066
Tipperary,552,25047879.95,64061290.53,89109170.48,79584,79170,158754,3424,5996299,19551000.4,0,31860,10358,8891,10263,11466,23014,20934,17522,11653,9476,47384,117678,6114,4.5475,611,8434982.82,67015213.14,75450195.96,3.706666667,5999598,18431430,290650,734,4637365.97,77544409.89,82181775.86,3.855,6016293,17135419,102300,957,7297607.12,99184384.65,106481991.8,4.1425,5148590,15476674,129000,1276,14909138.69,141073970.1,155983108.8,3.873333333,4256326,14532699,479200,1371,14098767.28,160006350.7,174105118,79668,79885,159553,-4209,3220608,13398610,328000,31518,10822,7850,7664,9994,22962,21778,18621,14014,10322,50749,118580,7146,3.735,1559,16283431.58,191555665.1,207839096.7,4.145,2562784,12205258,125000,1,1,1,0,1,0,0,0,1,0,0,0,1,0,"23,314","23,439","24,340","25,115","26,864",2.7,2.7,0,140,3740,4010,8840,8880,165406,164730,15730,15620,216586,218209,215855,217503,414,202,212,158767,79261,79506,260,144,116,98,47,51,82,42,40,167,100,67,293,154,139,141803,70802,71001,77,26,51,921,523,398,1159,583,576,1624,768,856,50,32,18,670,338,332,1194,543,651,490,242,248,234,119,115,4205,2023,2182,250,118,132,49,28,21,4727,2427,2300,223,116,107,159296,79715,79581,179,106,73,63,30,33,88,48,40,188,111,77,139,55,84,143396,71765,71631,78,30,48,847,475,372,1044,543,501,1743,824,919,77,47,30,558,276,282,1211,570,641,305,154,151,246,128,118,4071,1980,2091,648,332,316,88,54,34,4104,2071,2033,124368,125518,12668,12528,47384,50749,280,195,1131,1056,13865,9811,12267,12932,12699,11433,17133,19752,6499,6598,442,464,90459,94329,17924,18746,12133,12532,5281,5167,55121,57884
Waterford,456,20844781.46,62117074.62,82961856.08,56464,57331,113795,374,15621520,40556244,989555.9,22626,7004,6870,7647,8929,16489,14642,11834,8293,6209,34590,82180,4646,4.5475,588,7053930.54,66695916.3,73749846.84,3.706666667,16402354,39985252,1760984,744,7503252.58,81056199,88559451.58,3.855,17251594,38784296,230165,1131,7880729.51,129846500.7,137727230.2,4.1425,17306520,37414908,0,1282,13666171.04,153126064.2,166792235.2,3.873333333,17660810,36186550,738017,1472,20223479.98,185156414.3,205379894.3,57651,58525,116176,-1866,17126032,35567003,1449990,22734,7612,5875,5867,7177,17001,15713,12764,9826,7001,38051,83854,5626,3.735,1389,29937105.14,183618403,213555508.1,4.145,16058109,34891832,856540,0,0,0,0,0,0,5,0,0,0,3,0,0,0,"22,341","22,895","23,158","25,041","26,608",2.7,2.6,0,148,2996,3436,6432,6548,121010,122130,10326,10610,154596,157951,154273,157641,998,513,485,112740,56757,55983,219,126,93,123,51,72,113,59,54,169,85,84,314,136,178,99951,50368,49583,84,28,56,262,146,116,492,273,219,1240,623,617,58,32,26,853,407,446,1227,601,626,386,193,193,189,71,118,2250,1125,1125,162,75,87,47,24,23,3603,1821,1782,619,271,348,114681,57707,56974,205,120,85,119,67,52,130,73,57,160,84,76,194,56,138,101730,51298,50432,95,40,55,244,138,106,498,277,221,1813,896,917,78,42,36,928,380,548,1335,665,670,213,102,111,220,108,112,2330,1194,1136,256,110,146,127,86,41,3387,1700,1687,89215,91631,7220,7433,34590,38051,132,111,890,852,10682,7471,9873,10311,8522,7633,12872,15121,4103,4180,331,468,64976,69340,12720,13583,8218,9050,4752,4485,39286,42222
